,Name,Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,vg_user_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
157,Dark Souls II: Scholar of the First Sin,XOne,89.0,7.7,2015,Role-Playing,Namco Bandai Games  ,From Software  ,,,0.43588989435406733,0.2645751311064591,0.0,0.17320508075688773,0.5291502622129182
158,Guild Wars,PC,89.0,8.3,2005,Role-Playing,NCSoft  ,ArenaNet  ,8.7,,0.17320508075688773,0.0,0.0,0.0,0.2
159,Borderlands 2,PC,89.0,8.2,2012,Shooter,2K Games  ,Gearbox Software  ,,,0.6557438524302001,0.648074069840786,0.0,0.3,0.9695359714832658
160,World Soccer Winning Eleven 9,XB,89.0,7.1,2006,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.2449489742783178,0.5744562646538028,0.1414213562373095,0.17320508075688773,0.6633249580710799
161,Max Payne,PC,89.0,9.1,2001,Shooter,Gathering of Developers  ,Remedy Entertainment  ,9.2,,0.0,0.1414213562373095,0.0,0.0,0.1414213562373095
162,World in Conflict,PC,89.0,8.1,2007,Strategy,Sierra Entertainment  ,Massive Entertainment  ,9.1,,0.0,0.17320508075688773,0.0,0.0,0.17320508075688773
163,Burnout Revenge,X360,89.0,8.3,2006,Racing,Electronic Arts  ,Criterion  ,8.8,,0.648074069840786,0.2,0.0,0.2,0.7071067811865476
164,Final Fantasy XIV: Stormblood,PS4,89.0,8.6,2017,MMO,Square Enix  ,Square Enix  ,,,0.22360679774997896,0.2449489742783178,0.2,0.1414213562373095,0.41231056256176607
165,Stardew Valley,XOne,89.0,7.8,2017,Simulation,505 Games  ,ConcernedApe  ,8.8,,0.1414213562373095,0.0,0.0,0.0,0.17320508075688773
166,Castlevania: Dawn of Sorrow,DS,89.0,8.5,2005,Platform,Konami  ,Konami  ,8.9,,0.5830951894845301,0.17320508075688773,0.17320508075688773,0.17320508075688773,0.6557438524302001
167,NBA Street Vol. 2,XB,89.0,8.0,2003,Sports,EA Sports BIG   ,EA Canada  ,,,0.7874007874011811,0.2,0.0,0.1414213562373095,0.8246211251235321
168,Sonic Adventure 2,DC,89.0,8.5,2001,Platform,Sega  ,Sonic Team  ,8.9,,0.0,0.0,0.34641016151377546,0.0,0.34641016151377546
169,Okami HD,NS,89.0,8.6,2018,Action,Capcom  ,Capcom  ,,10.0,0.0,0.0,0.2,0.0,0.2
170,Far Cry,PC,89.0,8.0,2004,Shooter,Ubisoft  ,Crytek  ,8.6,,0.0,0.2,0.0,0.1,0.22360679774997896
171,FIFA Soccer 12,PC,89.0,7.1,2011,Sports,EA Sports  ,EA Canada  ,9.1,,0.2,0.5744562646538028,0.0,0.3,0.6782329983125268
172,XCOM: Enemy Unknown,PC,89.0,8.2,2012,Strategy,2K Games  ,Firaxis Games  ,9.0,,0.5291502622129182,0.6082762530298219,0.0,0.2645751311064591,0.848528137423857
173,Mass Effect 3,PC,89.0,6.0,2012,Role-Playing,Electronic Arts  ,BioWare  ,,,0.6324555320336759,0.6708203932499369,0.0,0.33166247903553997,0.9797958971132712
174,Rise of Nations,PC,89.0,8.8,2003,Strategy,Microsoft Game Studios  ,Big Huge Games  ,8.8,,0.1,0.1414213562373095,0.0,0.0,0.2
175,Shin Megami Tensei: Persona 3 FES,PS2,89.0,7.7,2008,Role-Playing,Atlus  ,Atlus  ,8.7,,0.469041575982343,0.4472135954999579,0.4,0.22360679774997896,0.7937253933193772
176,World Series Baseball 2K3,XB,89.0,7.3,2003,Sports,Sega  ,Blue Shift  ,,,0.33166247903553997,0.17320508075688773,0.0,0.1,0.3872983346207417
177,Metal Gear Solid HD Collection,PS3,89.0,8.9,2011,Action,Konami Digital Entertainment  ,Bluepoint Games  ,,,0.7211102550927979,0.6633249580710799,0.0,0.37416573867739417,1.0535653752852738
178,Metal Gear Solid HD Collection,PS3,89.0,8.9,2011,Action,Konami  ,Bluepoint Games  ,9.1,,0.565685424949238,0.36055512754639896,0.0,0.2645751311064591,0.7211102550927979
179,Battlefield 1942,PC,89.0,8.5,2002,Shooter,Electronic Arts  ,Digital Illusions CE  ,9.0,,0.1,0.1414213562373095,0.0,0.0,0.17320508075688773
180,The Chronicles of Riddick: Escape From Butcher Bay,XB,89.0,8.8,2004,Shooter,VU Games  ,Starbreeze Studios/Tigon Studios  ,,,0.565685424949238,0.33166247903553997,0.0,0.1414213562373095,0.6708203932499369
181,Advance Wars 2: Black Hole Rising,GBA,89.0,8.9,2003,Strategy,Nintendo  ,Intelligent Systems  ,8.8,,0.6855654600401044,0.41231056256176607,0.0,0.1,0.806225774829855
182,DiRT 2,PC,89.0,8.2,2009,Racing,Codemasters  ,Codemasters  ,9.0,,0.0,0.2,0.0,0.1,0.22360679774997896
183,DiRT 2,PC,51.0,5.4,2009,Racing,Codemasters  ,Codemasters  ,9.0,,0.0,0.2,0.0,0.1,0.22360679774997896
184,Virtua Fighter 5 Online,X360,89.0,7.8,2007,Fighting,Sega  ,Sega-AM2  ,9.2,,0.4472135954999579,0.1414213562373095,0.17320508075688773,0.1414213562373095,0.5291502622129182
185,The Orange Box,PS3,89.0,8.3,2007,Shooter,Electronic Arts  ,EA UK  ,8.7,,0.5291502622129182,0.7615773105863908,0.0,0.458257569495584,1.03440804327886
186,Grandia,PS,89.0,7.7,1999,Role-Playing,Sony Computer Entertainment  ,Game Arts  ,8.4,9.0,0.37416573867739417,0.3,0.0,0.1414213562373095,0.5
187,Injustice 2,XOne,89.0,8.1,2017,Fighting,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,,,0.806225774829855,0.4,0.0,0.3,0.9433981132056604
188,Top Spin,XB,89.0,8.0,2003,Sports,Microsoft Game Studios  ,Pam Development  ,,,0.6,0.282842712474619,0.0,0.1414213562373095,0.6782329983125268
189,ESPN NBA Basketball,PS2,89.0,8.4,2003,Sports,Sega  ,Visual Concepts  ,,,0.5099019513592785,0.458257569495584,0.0,0.2645751311064591,0.7348469228349535
190,Tiger Woods PGA Tour 2004,XB,89.0,7.2,2003,Sports,EA Sports  ,EA Redwood Shores  ,,,0.6855654600401044,0.36055512754639896,0.0,0.1414213562373095,0.7874007874011811
191,The Beatles: Rock Band,PS3,88.0,8.2,2009,Misc,MTV Games  ,Harmonix Music Systems  ,8.7,,0.8185352771872451,0.5385164807134504,0.0,0.3872983346207417,1.0583005244258363
192,Microsoft Flight Simulator 2004: A Century of Flight,PC,88.0,7.8,2003,Simulation,Microsoft Game Studios  ,Microsoft Game Studios  ,,,0.0,0.2449489742783178,0.0,0.1,0.2645751311064591
193,Shenmue II,DC,88.0,9.1,2001,Adventure,Sega  ,Sega-AM2  ,8.7,,0.0,0.0,0.3872983346207417,0.0,0.3872983346207417
194,NHL 2001,PS,88.0,7.3,2000,Sports,EA Sports  ,Page 44 Studios  ,,,0.5916079783099616,0.4898979485566356,0.0,0.2,0.7937253933193772
195,Excitebike 64,N64,88.0,8.1,2000,Racing,Nintendo  ,Left Field Productions  ,8.9,,0.806225774829855,0.3872983346207417,0.43588989435406733,0.1,1.0
196,Mafia,PC,88.0,9.2,2002,Action,Gathering of Developers  ,Illusion Softworks  ,9.2,,0.0,0.2,0.0,0.0,0.2
197,Assassin's Creed: Brotherhood,PC,88.0,8.3,2011,Action,Ubisoft  ,Ubisoft Montreal  ,8.7,,0.4,0.5830951894845301,0.0,0.3,0.7681145747868608
198,DJ Hero 2,Wii,88.0,7.6,2010,Misc,Activision  ,FreeStyle Games  ,8.7,,0.6928203230275509,0.3,0.0,0.2,0.7874007874011811
199,Wolfenstein II: The New Colossus,XOne,88.0,6.5,2017,Shooter,Bethesda Softworks  ,MachineGames  ,,,0.6708203932499369,0.43588989435406733,0.0,0.2645751311064591,0.8366600265340756
200,NHL 11,PS3,88.0,7.2,2010,Sports,EA Sports  ,EA Canada  ,8.8,,0.6324555320336759,0.36055512754639896,0.0,0.2645751311064591,0.7681145747868608
201,Psychonauts,XB,88.0,8.8,2005,Platform,Majesco  ,Double Fine Productions  ,8.8,,0.3,0.17320508075688773,0.0,0.0,0.34641016151377546
202,NHL 10,X360,88.0,8.3,2009,Sports,EA Sports  ,EA Canada  ,9.1,,0.714142842854285,0.31622776601683794,0.0,0.2449489742783178,0.812403840463596
203,NHL 09,X360,88.0,8.3,2008,Sports,Electronic Arts  ,EA Canada  ,9.0,,0.6708203932499369,0.1,0.0,0.2,0.7071067811865476
204,Meteos,DS,88.0,7.4,2005,Puzzle,Nintendo  ,Q Entertainment  ,8.8,,0.3872983346207417,0.1,0.2449489742783178,0.1,0.47958315233127197
205,Zero Escape: Virtue's Last Reward,3DS,88.0,8.7,2012,Visual Novel,Aksys Games  ,Spike Chunsoft  ,9.0,,0.17320508075688773,0.0,0.0,0.0,0.17320508075688773
206,Dishonored 2,XOne,88.0,7.7,2016,Action,Bethesda Softworks  ,Arkane Studios  ,,,0.6855654600401044,0.5567764362830022,0.0,0.282842712474619,0.9273618495495703
207,NHL 09,PS3,88.0,7.8,2008,Sports,Electronic Arts  ,EA Canada  ,,,0.5385164807134504,0.1414213562373095,0.0,0.17320508075688773,0.5830951894845301
208,NHL 10,PS3,88.0,8.1,2009,Sports,EA Sports  ,EA Canada  ,9.1,,0.6164414002968976,0.34641016151377546,0.0,0.2645751311064591,0.7549834435270749
209,Tiger Woods PGA Tour 2005,XB,88.0,7.4,2004,Sports,EA Sports  ,EA Redwood Shores  ,,,0.8,0.4242640687119285,0.0,0.17320508075688773,0.9219544457292888
210,Tiger Woods PGA Tour 2003,XB,88.0,6.9,2002,Sports,EA Sports  ,EA Redwood Shores  ,,,0.5916079783099616,0.282842712474619,0.0,0.1,0.6633249580710799
211,Tactics Ogre: The Knight of Lodis,GBA,88.0,8.8,2002,Role-Playing,Atlus  ,Quest Corporation  ,8.5,,0.36055512754639896,0.22360679774997896,0.5567764362830022,0.1,0.7071067811865476
212,Far Cry 3,PC,88.0,8.4,2012,Shooter,Ubisoft  ,Ubisoft Montreal  ,,,0.469041575982343,0.8,0.0,0.2449489742783178,0.9591663046625439
213,Tiger Woods PGA Tour 10,Wii,88.0,7.7,2009,Sports,EA Sports  ,EA Tiburon  ,9.0,,0.7745966692414834,0.6082762530298219,0.0,0.31622776601683794,1.03440804327886
214,Fight Night Round 2,XB,88.0,8.2,2005,Fighting,EA Sports  ,EA Sports  ,,,0.648074069840786,0.4,0.0,0.1414213562373095,0.7745966692414834
215,Shovel Knight,WiiU,88.0,8.4,2014,Platform,Yacht Club Games  ,Yacht Club Games  ,9.0,,0.22360679774997896,0.2,0.0,0.1,0.31622776601683794
216,Rayman Origins,PSV,88.0,8.4,2012,Platform,Ubisoft  ,UBIart Montpellier  ,,,0.34641016151377546,0.6082762530298219,0.0,0.31622776601683794,0.7681145747868608
217,XCOM 2,PC,88.0,7.3,2015,Strategy,2K Games  ,Firaxis Games  ,,,0.34641016151377546,0.4,0.0,0.1414213562373095,0.5567764362830022
218,ESPN NHL Hockey,XB,88.0,7.5,2003,Sports,Sega  ,Kush Games  ,,,0.282842712474619,0.1414213562373095,0.0,0.0,0.33166247903553997
219,NCAA Football 2004,XB,88.0,7.9,2003,Sports,EA Sports  ,EA Tiburon  ,,,0.6324555320336759,0.1414213562373095,0.0,0.1414213562373095,0.6557438524302001
220,FIFA Soccer 2003,XB,88.0,7.7,2002,Sports,EA Sports  ,EA Canada  ,,,0.4472135954999579,0.6324555320336759,0.0,0.2,0.7937253933193772
221,JSRF: Jet Set Radio Future,XB,88.0,8.3,2002,Action,Sega  ,Smilebit  ,,,0.36055512754639896,0.2,0.17320508075688773,0.1,0.458257569495584
222,Ninja Gaiden Sigma,PS3,88.0,7.6,2007,Action,Tecmo  ,Team Ninja  ,8.8,,0.7549834435270749,0.565685424949238,0.3,0.4,1.0723805294763609
223,Final Fantasy Tactics: The War of the Lions,PSP,88.0,9.1,2007,Role-Playing,Square Enix  ,Square Enix  ,8.9,,0.6708203932499369,0.4898979485566356,0.5477225575051661,0.4,1.0770329614269007
224,NHL 11,X360,88.0,7.7,2010,Sports,EA Sports  ,EA Canada  ,8.8,,0.7810249675906654,0.2645751311064591,0.0,0.22360679774997896,0.8544003745317531
225,The Elder Scrolls III: Morrowind Game of the Year Edition,XB,88.0,8.6,2003,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,8.3,,0.8774964387392122,0.469041575982343,0.0,0.2,1.014889156509222
226,WarioWare: Twisted!,GBA,88.0,8.7,2005,Puzzle,Nintendo  ,Intelligent Systems  ,,,0.4,0.2449489742783178,0.7071067811865476,0.1414213562373095,0.8602325267042626
227,Ori and the Blind Forest: Definitive Edition,PC,88.0,8.7,2016,Platform,Nordic Games  ,Moon Studios  ,,,0.0,0.1,0.0,0.0,0.1
228,NCAA Football 07,XB,88.0,6.9,2006,Sports,EA Sports  ,EA Sports  ,8.8,,0.648074069840786,0.34641016151377546,0.0,0.1,0.7483314773547883
229,The Witcher 2: Assassins of Kings,X360,88.0,8.4,2012,Role-Playing,Warner Bros. Interactive  ,CD Projekt Red Studio  ,,,0.6928203230275509,0.5744562646538028,0.1414213562373095,0.282842712474619,0.9486832980505138
230,Medieval II: Total War,PC,88.0,9.0,2006,Strategy,Sega  ,The Creative Assembly  ,8.8,,0.0,0.31622776601683794,0.0,0.1,0.33166247903553997
231,ESPN NHL 2K5,XB,88.0,7.9,2004,Sports,Sega  ,Kush Games  ,,,0.565685424949238,0.3,0.0,0.1414213562373095,0.648074069840786
232,BioShock 2,PC,88.0,8.1,2010,Shooter,2K Games  ,2K Marin  ,8.5,,0.1414213562373095,0.43588989435406733,0.0,0.17320508075688773,0.4898979485566356
233,Counter-Strike: Source,PC,88.0,8.9,2004,Shooter,VU Games  ,Valve Software  ,9.3,,0.0,0.2645751311064591,0.0,0.1,0.282842712474619
234,Sid Meier's Civilization VI,PC,88.0,7.0,2016,Strategy,2K Games  ,Firaxis Games  ,,,0.34641016151377546,0.5385164807134504,0.0,0.17320508075688773,0.6633249580710799
235,Battlefield 1,PC,88.0,7.1,2016,Shooter,Electronic Arts  ,EA DICE  ,9.1,,0.5477225575051661,0.6403124237432849,0.0,0.2449489742783178,0.8774964387392122
236,Owlboy,PS4,88.0,6.7,2018,Platform,Soedesco  ,D-Pad Studios  ,,,0.2,0.0,0.0,0.1,0.22360679774997896
237,Diablo III: Eternal Collection,NS,88.0,7.5,2018,Action,Blizzard Entertainment  ,Blizzard Entertainment  ,9.0,,0.6164414002968976,0.469041575982343,0.1,0.2449489742783178,0.8185352771872451
238,Oddworld: Stranger's Wrath,XB,88.0,8.8,2005,Action,Electronic Arts  ,Oddworld Inhabitants  ,,,0.43588989435406733,0.2449489742783178,0.0,0.1,0.5099019513592785
239,SteamWorld Dig 2,NS,88.0,8.6,2018,Platform,Rising Star Games  ,Image & Form Games  ,,,0.1,0.0,0.0,0.0,0.1
240,World of Warcraft: Legion,PC,88.0,7.6,2016,MMO,Blizzard Entertainment  ,Blizzard Entertainment  ,,,0.41231056256176607,0.5196152422706632,0.0,0.2,0.6928203230275509
241,Crimson Skies: High Road to Revenge,XB,88.0,8.8,2003,Simulation,Microsoft Game Studios  ,FASA Studio  ,,,0.806225774829855,0.43588989435406733,0.0,0.17320508075688773,0.9327379053088815
242,NASCAR Thunder 2004,PS2,88.0,8.6,2003,Racing,EA Sports  ,EA Tiburon  ,,,0.7280109889280518,0.6403124237432849,0.0,0.37416573867739417,1.0392304845413265
243,Burnout 2: Point of Impact,XB,88.0,5.7,2003,Racing,Acclaim Entertainment  ,Criterion Games  ,,,0.4242640687119285,0.22360679774997896,0.0,0.1,0.4898979485566356
244,TimeSplitters 2,XB,88.0,7.6,2002,Shooter,Eidos Interactive  ,Free Radical Design  ,,,0.5385164807134504,0.5744562646538028,0.0,0.1,0.8
245,Fight Night Round 2,PS2,88.0,8.8,2005,Fighting,EA Sports  ,EA Sports  ,,,0.848528137423857,0.17320508075688773,0.0,0.34641016151377546,0.9327379053088815
246,Nioh,PS4,88.0,8.3,2017,Action,Sony Interactive Entertainment  ,Team Ninja  ,,,0.5830951894845301,0.6,0.4472135954999579,0.37416573867739417,1.014889156509222
247,Diablo II,PC,88.0,8.8,2000,Role-Playing,Blizzard Entertainment  ,Blizzard North  ,8.8,,0.1,0.33166247903553997,0.0,0.1414213562373095,0.37416573867739417
248,Hellblade: Senua's Sacrifice,XOne,88.0,7.9,2018,Action-Adventure,Microsoft Studios  ,Ninja Theory  ,,,0.1414213562373095,0.0,0.0,0.0,0.17320508075688773
249,The Witcher 2: Assassins of Kings,PC,88.0,8.5,2011,Role-Playing,Atari  ,CD Projekt Red Studio  ,8.8,,0.5196152422706632,0.7483314773547883,0.0,0.37416573867739417,0.9899494936611666
250,SSX Tricky,XB,88.0,8.3,2001,Sports,EA Sports BIG   ,EA Canada  ,,,0.565685424949238,0.3,0.0,0.1414213562373095,0.6557438524302001
251,Oddworld: Abe's Exoddus,PS,88.0,8.5,1998,Platform,GT Interactive  ,Oddworld Inhabitans  ,8.6,,0.7416198487095663,0.6164414002968976,0.0,0.2449489742783178,0.99498743710662
252,Plants vs. Zombies,PC,87.0,8.8,2009,Strategy,PopCap Games  ,PopCap Games  ,9.0,,0.0,0.2,0.0,0.0,0.22360679774997896
253,GRID,PS3,87.0,8.0,2008,Racing,Codemasters  ,Codemasters  ,8.6,,0.5567764362830022,0.7549834435270749,0.17320508075688773,0.43588989435406733,1.0488088481701516
254,Football Manager 2010,PC,87.0,8.8,2009,Sports,Sega  ,Sports Interactive  ,8.7,,0.0,0.2449489742783178,0.0,0.1,0.2645751311064591
255,Final Fantasy XIV: Stormblood,PC,87.0,8.5,2017,MMO,Square Enix  ,Square Enix  ,,,0.2,0.1414213562373095,0.0,0.1,0.2449489742783178
256,XCOM 2,PS4,87.0,7.3,2016,Strategy,2K Games  ,Firaxis Games  ,,,0.4,0.31622776601683794,0.0,0.22360679774997896,0.5567764362830022
257,BlazBlue: Calamity Trigger,PS3,87.0,8.5,2009,Fighting,Aksys Games  ,Arc System Works  ,8.5,,0.6,0.31622776601683794,0.2449489742783178,0.2449489742783178,0.7549834435270749
258,Dead Cells,PS4,87.0,7.7,2018,Action,Merge Games  ,Motion Twin  ,,,0.2,0.0,0.0,0.1,0.22360679774997896
259,Midnight Club 3: DUB Edition Remix,XB,87.0,5.7,2006,Racing,Rockstar Games  ,Rockstar San Diego  ,,,0.3872983346207417,0.2,0.0,0.1,0.4472135954999579
260,Dark Souls III,XOne,87.0,8.8,2016,Role-Playing,Namco Bandai Games  ,From Software  ,,,0.7483314773547883,0.3872983346207417,0.0,0.282842712474619,0.8888194417315589
261,Burnout Paradise: The Ultimate Box,PC,87.0,7.6,2009,Racing,Electronic Arts  ,Criterion Games  ,,,0.0,0.3,0.0,0.1,0.3
262,Jeanne d'Arc,PSP,87.0,8.3,2007,Role-Playing,Sony Computer Entertainment  ,Level 5  ,8.4,,0.458257569495584,0.0,0.31622776601683794,0.1414213562373095,0.5744562646538028
263,Battlefield: Bad Company 2,PC,87.0,8.2,2010,Shooter,Electronic Arts  ,EA Digital Illusions CE  ,8.8,,0.43588989435406733,0.7280109889280518,0.0,0.0,0.848528137423857
264,DiRT 3,PS3,87.0,7.2,2011,Racing,Codemasters  ,Codemasters  ,9.0,,0.5196152422706632,0.7615773105863908,0.1,0.4472135954999579,1.0295630140987
265,Sins of a Solar Empire,PC,87.0,8.2,2008,Strategy,Stardock  ,Ironclad Games  ,8.9,,0.0,0.17320508075688773,0.0,0.0,0.17320508075688773
266,Dragon Ball FighterZ,NS,87.0,7.8,2018,Fighting,Bandai Namco Entertainment  ,Arc System Works  ,9.0,,0.458257569495584,0.36055512754639896,0.2645751311064591,0.17320508075688773,0.6633249580710799
267,Tactics Ogre: Let Us Cling Together,PSP,87.0,8.7,2011,Role-Playing,Square Enix  ,Square Enix  ,9.0,,0.3872983346207417,0.2645751311064591,0.5196152422706632,0.22360679774997896,0.7348469228349535
268,Diablo II: Lord of Destruction,PC,87.0,9.1,2001,Role-Playing,Blizzard Entertainment  ,Blizzard North  ,,,1.014889156509222,0.17320508075688773,0.0,0.0,1.0295630140987
269,DiRT 3,X360,87.0,7.1,2011,Racing,Codemasters  ,Codemasters  ,9.1,,0.47958315233127197,0.6324555320336759,0.1,0.2645751311064591,0.8426149773176358
270,Syphon Filter: Dark Mirror,PSP,87.0,8.7,2006,Shooter,Sony Computer Entertainment  ,SCEA Bend Studio  ,8.5,,0.5099019513592785,0.1,0.0,0.17320508075688773,0.5477225575051661
271,Castlevania: Harmony of Dissonance,GBA,87.0,7.9,2002,Platform,Konami  ,Konami Computer Entertainment Tokyo  ,8.6,,0.4,0.2449489742783178,0.2,0.0,0.5099019513592785
272,NCAA Football 06,XB,87.0,7.7,2005,Sports,EA Sports  ,EA Tiburon  ,,,0.8544003745317531,0.458257569495584,0.0,0.17320508075688773,0.9848857801796105
273,Max Payne 3,PC,87.0,7.8,2012,Shooter,Rockstar Games  ,Rockstar Vancouver  ,9.0,,0.4,0.469041575982343,0.0,0.22360679774997896,0.6557438524302001
274,Okami HD,PS4,87.0,8.2,2017,Action,Capcom  ,Clover Studio  ,,,0.4,0.34641016151377546,0.17320508075688773,0.2449489742783178,0.6
275,Elite Beat Agents,DS,87.0,8.5,2006,Misc,Nintendo  ,iNiS  ,8.4,,0.5477225575051661,0.17320508075688773,0.0,0.17320508075688773,0.6082762530298219
276,DJ Hero,Wii,87.0,7.3,2009,Misc,Activision  ,FreeStyleGames  ,8.6,,0.6855654600401044,0.47958315233127197,0.0,0.282842712474619,0.8831760866327847
277,Rayman Legends,PSV,87.0,8.4,2013,Platform,Ubisoft  ,Ubisoft Montpellier  ,,,0.1,0.34641016151377546,0.0,0.17320508075688773,0.4
278,World Series Baseball 2K3,PS2,87.0,8.6,2003,Sports,Sega  ,Blue Shift  ,,,0.34641016151377546,0.31622776601683794,0.0,0.17320508075688773,0.5
279,Metal Gear Solid 2: Substance,PS2,87.0,8.9,2003,Action,Konami  ,Konami Computer Entertainment Japan  ,8.5,,0.4242640687119285,0.37416573867739417,0.4,0.22360679774997896,0.7211102550927979
280,Bully,PS2,87.0,8.9,2006,Action,Rockstar Games  ,Rockstar Vancouver  ,,,0.8660254037844386,0.17320508075688773,0.2,0.34641016151377546,0.9695359714832658
281,Tearaway,PSV,87.0,8.9,2013,Platform,Sony Computer Entertainment America  ,Media Molecule  ,,,0.31622776601683794,0.6403124237432849,0.0,0.3872983346207417,0.806225774829855
282,Metal Gear Solid: Portable Ops,PSP,87.0,8.1,2006,Action,Konami  ,Kojima Productions  ,8.7,,0.6164414002968976,0.5916079783099616,0.6164414002968976,0.3,1.0908712114635715
283,Zack & Wiki: Quest for Barbaros' Treasure,Wii,87.0,8.6,2007,Adventure,Capcom  ,Capcom  ,8.7,,0.4242640687119285,0.4,0.17320508075688773,0.2,0.648074069840786
284,Monster Boy and the Cursed Kingdom,PS4,87.0,8.1,2018,Platform,FDG Entertainment  ,Game Atelier  ,,,0.1414213562373095,0.0,0.0,0.0,0.17320508075688773
285,MLB 13: The Show,PS3,87.0,7.9,2013,Sports,Sony Computer Entertainment America  ,SCE San Diego Studio  ,8.5,,0.8246211251235321,0.0,0.0,0.4,0.916515138991168
286,MechAssault,XB,87.0,8.0,2002,Simulation,Microsoft Game Studios  ,Day 1 Studios  ,,,1.004987562112089,0.31622776601683794,0.0,0.17320508075688773,1.0630145812734648
287,NFL 2K2,XB,87.0,9.0,2002,Sports,Sega  ,Visual Concepts  ,,,0.36055512754639896,0.2,0.0,0.1,0.4242640687119285
288,BlazBlue: Continuum Shift,PS3,87.0,8.1,2010,Fighting,Aksys Games  ,Arc System Works  ,8.7,,0.458257569495584,0.282842712474619,0.3,0.2,0.6403124237432849
289,Dead Space 2,PC,87.0,8.4,2011,Shooter,Electronic Arts  ,Visceral Games  ,8.9,,0.36055512754639896,0.3872983346207417,0.0,0.2,0.565685424949238
290,DiRT 2,PS3,87.0,8.2,2009,Racing,Codemasters  ,Codemasters  ,8.8,,0.5196152422706632,0.7280109889280518,0.0,0.43588989435406733,0.99498743710662
291,Disgaea: Afternoon of Darkness,PSP,87.0,8.7,2007,Role-Playing,NIS America  ,Nippon Ichi Software  ,8.7,,0.3872983346207417,0.1414213562373095,0.2,0.1414213562373095,0.4898979485566356
292,Beyond Good & Evil,XB,87.0,8.4,2003,Adventure,Ubisoft  ,Ubisoft Montpellier  ,,,0.282842712474619,0.1414213562373095,0.0,0.0,0.31622776601683794
293,Little King's Story,Wii,87.0,8.6,2009,Strategy,Xseed Games  ,Cing Inc. / Town Factory  ,8.5,9.0,0.37416573867739417,0.33166247903553997,0.1414213562373095,0.1414213562373095,0.5385164807134504
294,Pro Evolution Soccer 2017,XOne,87.0,5.9,2016,Sports,Konami Digital Entertainment  ,PES Productions  ,,,0.22360679774997896,0.17320508075688773,0.0,0.1,0.31622776601683794
295,Pro Evolution Soccer 2016,PS4,87.0,7.2,2015,Sports,Konami Digital Entertainment  ,PES Productions  ,,,0.37416573867739417,0.6557438524302001,0.37416573867739417,0.31622776601683794,0.9055385138137416
296,Metal Gear Solid 2: Substance,XB,87.0,8.4,2002,Action,Konami  ,Konami Computer Entertainment Japan  ,8.7,,0.6164414002968976,0.469041575982343,0.0,0.17320508075688773,0.7874007874011811
297,NBA 2K3,XB,87.0,7.9,2002,Sports,Sega  ,Visual Concepts  ,,,0.4898979485566356,0.2645751311064591,0.0,0.1,0.565685424949238
298,Rayman Origins,PS3,87.0,8.5,2011,Platform,Ubisoft  ,Ubisoft  ,8.5,,0.5744562646538028,0.7071067811865476,0.1,0.4,1.0
299,MLB 12: The Show,PS3,87.0,7.9,2012,Sports,Sony Computer Entertainment America  ,SCE San Diego Studio  ,,,0.9273618495495703,0.0,0.0,0.2645751311064591,0.9643650760992956
